,file,dl_height_midpoint,11l_to_11r,10l_to_10r,9l_to_9r,8l_to_8r,7l_to_7r,6l_to_6r,5l_to_5r,4l_to_4r,3l_to_3r,2l_to_2r,1l_to_1r,edge_4_r_to_edge_4_l,edge_3_r_to_edge_3_l,edge_2_r_to_edge_2_l,edge_1_r_to_edge_1_l
110,Basler_acA2500-14um__23891378__20221217_130409377_0130.tiff,489,133.0,205.5,267.0,325.5,372.5,407.5,434.0,454.5,469.5,480.0,486.5,53.0,96.5,154.0,177.5
111,Basler_acA2500-14um__23891378__20221217_130409377_0131.tiff,488,132.5,205.0,265.0,322.0,369.5,405.0,432.5,453.0,468.5,479.0,485.5,53.0,96.0,153.5,176.5
112,Basler_acA2500-14um__23891378__20221217_130409377_0132.tiff,486,132.0,204.0,263.0,318.5,366.5,403.0,430.0,450.5,466.0,477.0,483.5,53.0,96.0,153.5,176.0
113,Basler_acA2500-14um__23891378__20221217_130409377_0133.tiff,484,132.0,203.0,261.0,315.5,364.0,400.0,428.0,448.5,464.0,475.0,481.5,52.5,96.0,152.5,175.5
114,Basler_acA2500-14um__23891378__20221217_130409377_0134.tiff,482,131.5,203.0,259.5,313.0,360.5,397.5,425.0,446.0,462.0,472.5,479.5,52.5,95.5,152.5,175.5
115,Basler_acA2500-14um__23891378__20221217_130409377_0135.tiff,480,131.0,202.0,258.0,310.0,357.0,394.5,422.0,443.5,459.5,470.5,477.5,51.5,94.5,152.5,175.0
116,Basler_acA2500-14um__23891378__20221217_130409377_0136.tiff,478,131.0,201.5,257.0,307.0,353.5,391.5,420.0,441.5,457.5,468.5,475.5,51.5,94.5,152.0,174.5
117,Basler_acA2500-14um__23891378__20221217_130409377_0137.tiff,476,130.5,201.0,256.0,304.5,350.5,388.5,417.0,438.5,455.0,466.5,473.0,51.5,94.0,151.5,173.5
118,Basler_acA2500-14um__23891378__20221217_130409377_0138.tiff,473,130.5,200.5,255.0,302.5,347.5,385.5,414.0,436.0,452.0,463.5,470.0,51.0,94.0,151.5,173.5
119,Basler_acA2500-14um__23891378__20221217_130409377_0139.tiff,470,130.5,200.5,254.0,300.5,344.0,382.0,410.5,432.5,449.0,460.0,467.0,51.5,94.0,151.0,174.0
